VotingDistrict,ward_id,metro,station,station_type,registered,turnout,tent,pred_turnout,gap_pp,low_turnout_flag
32870617,79800042,Johannesburg,EMPUMALANGA PRIMARY SCHOOL,School,2625,0.3832,0,0.4101,-2.69,1
32870628,79800042,Johannesburg,TLHOKOMELO PRIMARY SCHOOL,School,1508,0.5338,0,0.4101,12.37,0
32870651,79800043,Johannesburg,MEADOWLANDS PRIMARY SCHOOL,School,2444,0.4489,0,0.4083,4.06,0
32870662,79800043,Johannesburg,PARISH OF MEADOWLANDS,Other,1941,0.4745,0,0.4083,6.62,0
32870673,79800043,Johannesburg,LIVHUWANI PRIMARY SCHOOL,School,2189,0.4404,0,0.4083,3.21,0
32871124,79800044,Johannesburg,MOSES KOTANE PRIMARY SCHOOL,School,5827,0.3738,0,0.4052,-3.14,1
32871168,79800044,Johannesburg,SIYABONGA SECONDARY SCHOOL,School,5332,0.4085,0,0.4052,0.33,0
32871393,79800044,Johannesburg,KGATELOPELE SECONDARY SCHOOL,School,3160,0.412,0,0.4052,0.68,0
32870369,79800045,Johannesburg,APOSTOLIC FAITH MISSION OF SA.,Other,1989,0.4847,0,0.3961,8.86,0
32870549,79800045,Johannesburg,MEADOWLANDS WELFARE CENTRE,Hall/Centre,2610,0.4341,0,0.3961,3.8,0
32870550,79800045,Johannesburg,PALESA COMBINED SCHOOL,School,2034,0.4385,0,0.3961,4.24,0
32861167,79800046,Johannesburg,THULANI COMBINED PRIMARY SCHOOL,School,2771,0.3991,0,0.3892,0.99,1
32861808,79800046,Johannesburg,USINDISO HIGHER PRIMARY SCHOOL,School,1625,0.4382,0,0.3892,4.9,0
32861819,79800046,Johannesburg,LETARE SCHOOL,School,1771,0.4483,0,0.3892,5.91,0
32861381,79800047,Johannesburg,NAZARENE CHURCH,Church,1456,0.4066,0,0.3741,3.25,0
32861415,79800047,Johannesburg,ESIYALWINI PRIMARY SCHOOL,School,2270,0.2013,0,0.3741,-17.28,1
32870381,79800047,Johannesburg,TENT AT LEDWABA STREET FOOTBALL GROUNDS,Tent,2568,0.34,1,0.3741,-3.41,1
32870459,79800048,Johannesburg,ENKOLWENI PRIMARY SCHOOL,School,1022,0.4393,0,0.3835,5.58,0
32870460,79800048,Johannesburg,THATHEZAKHO PRIMARY SCHOOL,School,2908,0.3666,0,0.3835,-1.69,1
32870482,79800048,Johannesburg,DSJ PRIMARY SCHOOL,School,2508,0.4127,0,0.3835,2.92,0
32871113,79800049,Johannesburg,BRAAM FISCHERVILLE CRICKET STADIUM,Other,2753,0.3622,0,0.3956,-3.34,1
32871180,79800049,Johannesburg,BRAAM FISCHER PRIMARY SCHOOL,School,4494,0.1749,0,0.3956,-22.07,1
32871236,79800049,Johannesburg,NKONE MARUPING PRIMARY SCHOOL,School,3280,0.3915,0,0.3956,-0.41,1
32870404,79800050,Johannesburg,TENT (EXT A&B FOOTBALL GROUND),Tent,867,0.3864,1,0.3844,0.2,1
32870943,79800050,Johannesburg,TENT (EXT 4 TAXI RANK),Tent,2043,0.3813,1,0.3844,-0.31,1
32870965,79800050,Johannesburg,MAYIBUYE PRIMARY SCHOOL,School,4255,0.372,0,0.3844,-1.24,1
32861156,79800051,Johannesburg,ESITHEBENI PRIMARY SCHOOL,School,1919,0.4049,0,0.397,0.79,0
32861853,79800051,Johannesburg,INDYEBO HIGHER PRIMARY SCHOOL,School,2225,0.3874,0,0.397,-0.96,1
32861965,79800051,Johannesburg,BUSISIWE PRIMARY SCHOOL,School,1889,0.4039,0,0.397,0.69,0
32861998,79800052,Johannesburg,DR BW VILAKAZI SECONDARY SCHOOL,School,2401,0.3894,0,0.4009,-1.15,1
32862001,79800052,Johannesburg,ASSEMBLY OF GOD,Other,1422,0.3748,0,0.4009,-2.61,1
32862045,79800052,Johannesburg,ERNEST BUTI CRECHE,Other,1519,0.3588,0,0.4009,-4.21,1
32870370,79800053,Johannesburg,SLOVOVILLE HALL,Hall/Centre,4352,0.3518,0,0.3945,-4.27,1
32870909,79800053,Johannesburg,METHODIST CHURCH OF SOUTHERN AFRICA,Church,3457,0.409,0,0.3945,1.45,0
32870954,79800053,Johannesburg,KLIPVALLEY PRIMARY SCHOOL,School,4578,0.3285,0,0.3945,-6.6,1
32860144,79800054,Johannesburg,PRESIDENT HIGH SCHOOL,School,5764,0.4766,0,0.4766,-0.0,0
32860166,79800054,Johannesburg,UNISA CONFERENCE CENTRE,Hall/Centre,4114,0.4908,0,0.4766,1.42,0
32860335,79800054,Johannesburg,MONDEOR RECREATION CENTRE,Hall/Centre,4252,0.3911,0,0.4766,-8.55,1
32860155,79800055,Johannesburg,WINCHESTER RIDGE PRIMARY SCHOOL,School,2704,0.4538,0,0.4394,1.44,0
32860188,79800055,Johannesburg,TURFFONTEIN PRIMARY SCHOOL,School,4383,0.3534,0,0.4394,-8.6,1
32860313,79800055,Johannesburg,FAKKEL HIGH SCHOOL,School,3658,0.4046,0,0.4394,-3.48,0
32860212,79800056,Johannesburg,TOWNSVIEW PRIMARY SCHOOL,School,3281,0.4499,0,0.4881,-3.82,0
32860223,79800056,Johannesburg,HIGHVELD PRIMARY SCHOOL,School,3039,0.4459,0,0.4881,-4.22,0
32860234,79800056,Johannesburg,ROSETTENVILLE TENNIS COURT,Other,2384,0.3435,0,0.4881,-14.46,1
32860111,79800057,Johannesburg,CITY DEEP ADULT SCHOOL,School,1451,0.3811,0,0.4398,-5.87,1
32860256,79800057,Johannesburg,SOUTH RAND RECREATION CENTRE,Hall/Centre,3913,0.4577,0,0.4398,1.79,0
32860267,79800057,Johannesburg,REWLATCH PRIMARY SCHOOL,School,4072,0.4366,0,0.4398,-0.32,0
32840197,79800058,Johannesburg,LAERSKOOL JIM FOUCHE,School,3074,0.4216,0,0.4195,0.21,0
32840221,79800058,Johannesburg,CROSBY ACADEMIC PRIMARY SCHOOL,School,3231,0.4119,0,0.4195,-0.76,0
32840232,79800058,Johannesburg,FORDSBURG PRIMARY SCHOOL,School,2246,0.3593,0,0.4195,-6.02,1
32860436,79800059,Johannesburg,TENT GREENHOUSE PEOPLE ENVIRONMENTAL CENTRE,Tent,7713,0.1934,1,0.3266,-13.32,1
32860458,79800059,Johannesburg,TENT AT DRILL HALL,Tent,3085,0.246,1,0.3266,-8.06,1
32863608,79800059,Johannesburg,FASHION KAPITOL,Other,251,0.6454,0,0.3266,31.88,0
32860032,79800060,Johannesburg,JOHANNESBURG MUSLIM SCHOOL,School,1869,0.2611,0,0.3847,-12.36,1
32860043,79800060,Johannesburg,PEOPLE'S CENTRE,Hall/Centre,4013,0.2651,0,0.3847,-11.96,1
32860054,79800060,Johannesburg,METROPOLITAN CENTRE,Hall/Centre,2988,0.2118,0,0.3847,-17.29,1
32850356,79800061,Johannesburg,TENT AT BERTHA SOLOMON RECREATION CENTRE,Tent,3178,0.3166,1,0.3267,-1.01,1
32850435,79800061,Johannesburg,JULES HIGH SCHOOL,School,2201,0.3094,0,0.3267,-1.73,1
32862685,79800061,Johannesburg,TENT (PUBLIC PARK JEPPESTOWN),Tent,3495,0.2887,1,0.3267,-3.8,1
32850446,79800062,Johannesburg,TEMPLE ISRAEL,Church,2929,0.297,0,0.3748,-7.78,1
32850457,79800062,Johannesburg,CHRIST CHURCH,Church,4682,0.2078,0,0.3748,-16.7,1
32850468,79800062,Johannesburg,TENT AT HILLBROW RECREATION CENTRE,Tent,3536,0.2113,1,0.3748,-16.35,1
32850255,79800063,Johannesburg,CATHEDRAL OF CHRIST THE KING,Church,1251,0.2158,0,0.3944,-17.86,1
32850413,79800063,Johannesburg,BRETHREN IN CHRIST CHURCH,Church,3058,0.1452,0,0.3944,-24.92,1
32850479,79800063,Johannesburg,EVANGELICAL LUTHERAN CONGREGATION,Other,3919,0.2286,0,0.3944,-16.58,1
32850211,79800064,Johannesburg,BARNATO PARK HIGH SCHOOL,School,3411,0.2058,0,0.3644,-15.86,1
32850244,79800064,Johannesburg,TENT (YEOVILLE),Tent,1942,0.2101,1,0.3644,-15.43,1
32850402,79800064,Johannesburg,TENT (PUBLIC PARK LILY AVENUE BEREA),Tent,3500,0.1877,1,0.3644,-17.67,1
32851087,79800065,Johannesburg,ABELBAILE PARK HALL,Hall/Centre,2899,0.2873,0,0.432,-14.47,1
32851403,79800065,Johannesburg,DENVER SECONDARY SCHOOL,School,841,0.566,0,0.432,13.4,0
32860098,79800065,Johannesburg,BAMBANANI PRE SCHOOL,School,6629,0.3102,0,0.432,-12.18,1
32850299,79800066,Johannesburg,SIR EDMUND HILLARY PRIMARY SCHOOL,School,3194,0.3907,0,0.4337,-4.3,1
32850301,79800066,Johannesburg,HOFLAND PARK RECREATION CENTRE,Hall/Centre,3769,0.3202,0,0.4337,-11.35,1
32850312,79800066,Johannesburg,DOUG WHITEHEAD SCHOOL,School,1976,0.3138,0,0.4337,-11.99,1
32850176,79800067,Johannesburg,KING EDWARD VII SCHOOL,School,1055,0.436,0,0.4051,3.09,0
32850200,79800067,Johannesburg,YEOVILLE RECREATION CENTRE,Hall/Centre,7277,0.2365,0,0.4051,-16.86,1
32850222,79800067,Johannesburg,YEOVILLE BOYS PRIMARY SCHOOL,School,1807,0.3033,0,0.4051,-10.18,1
32840265,79800068,Johannesburg,ANTEA HOSTEL,Other,943,0.3393,0,0.3747,-3.54,1
32840287,79800068,Johannesburg,RIVERLEA RECREATION CENTRE,Hall/Centre,3535,0.5301,0,0.3747,15.54,0
32840344,79800068,Johannesburg,WILHELMINA HOSKINS PRIMARY SCHOOL,School,2553,0.4751,0,0.3747,10.04,0
32840186,79800069,Johannesburg,WESTDENE RECREATION CENTRE,Hall/Centre,3289,0.4162,0,0.399,1.72,0
32840210,79800069,Johannesburg,CORONATIONVILLE RECREATION CENTRE,Hall/Centre,1683,0.5407,0,0.399,14.17,0
32840322,79800069,Johannesburg,ACTS CHRISTIAN CHURCH WESTDENE,Church,1442,0.3918,0,0.399,-0.72,1
32870189,79800070,Johannesburg,MOTHS HALL,Hall/Centre,3541,0.4352,0,0.4725,-3.73,0
32870190,79800070,Johannesburg,FLORIDA PRIMARY SCHOOL,School,2745,0.5042,0,0.4725,3.17,0
32870202,79800070,Johannesburg,FLORIDA PARK HIGH SCHOOL,School,2545,0.5654,0,0.4725,9.29,0
32870022,79800071,Johannesburg,ADELAAR HOËRSKOOL,Other,4762,0.4651,0,0.4341,3.1,0
32870033,79800071,Johannesburg,LAERSKOOL ROODEBEECK,School,3486,0.4475,0,0.4341,1.34,0
32870044,79800071,Johannesburg,LAERSKOOL CULEMBEECK,School,2911,0.471,0,0.4341,3.69,0
32850086,79800072,Johannesburg,GLENHAZEL PRIMARY SCHOOL,School,3145,0.5612,0,0.5603,0.09,0
32850109,79800072,Johannesburg,JABULA RECREATION CENTRE,Hall/Centre,3171,0.5418,0,0.5603,-1.85,0
32850110,79800072,Johannesburg,ORANGE GROVE PRIMARY SCHOOL,School,3545,0.4968,0,0.5603,-6.35,0
32850132,79800073,Johannesburg,NORWOOD PRIMARY SCHOOL,School,4180,0.4866,0,0.5234,-3.68,0
32850143,79800073,Johannesburg,PATERSON PARK RECREATION CENTRE,Hall/Centre,3994,0.3718,0,0.5234,-15.16,1
32850154,79800073,Johannesburg,HOUGHTON PRIMARY SCHOOL,School,3105,0.4538,0,0.5234,-6.96,0
32850075,79800074,Johannesburg,BRAMLEY PRIMARY SCHOOL,School,3069,0.3832,0,0.4874,-10.42,1
32850121,79800074,Johannesburg,ORCHARDS PRIMARY SCHOOL,School,2103,0.5283,0,0.4874,4.09,0
32850480,79800074,Johannesburg,H A JACK PRIMARY SCHOOL,School,5349,0.5193,0,0.4874,3.19,0
32850907,79800075,Johannesburg,EKUKHANYISWENI LOWER PRIMARY SCHOOL,School,1658,0.3758,0,0.3692,0.66,1
32850952,79800075,Johannesburg,ALEXANDRA LIBRARY (NEW LIBRARY),Other,5245,0.2898,0,0.3692,-7.94,1
32851009,79800075,Johannesburg,WOMEN FOR PEACE,Other,2698,0.3236,0,0.3692,-4.56,1
32850266,79800076,Johannesburg,THUSONG YOUTH CENTRE,Hall/Centre,2285,0.3138,0,0.3784,-6.46,1
32850503,79800076,Johannesburg,ZENZELENI PRIMARY SCHOOL,School,2526,0.3135,0,0.3784,-6.49,1
32850974,79800076,Johannesburg,3 SQUARE GROUNDS,Other,2554,0.3626,0,0.3784,-1.58,1
32910094,79800077,Johannesburg,IVORY PARK SECONDARY SCHOOL,School,4602,0.3216,0,0.401,-7.94,1
32910252,79800077,Johannesburg,MIKATEKA PRIMARY SCHOOL,School,3269,0.323,0,0.401,-7.8,1
32910274,79800077,Johannesburg,EBOMINI PRIMARY SCHOOL,School,3579,0.3448,0,0.401,-5.62,1
32910151,79800078,Johannesburg,REBONWE PRIMARY SCHOOL,School,5362,0.3208,0,0.4087,-8.79,1
32910184,79800078,Johannesburg,LORD KHANYILE HALL,Hall/Centre,4803,0.2956,0,0.4087,-11.31,1
32910229,79800078,Johannesburg,MYNHARDT HALL,Hall/Centre,3969,0.3437,0,0.4087,-6.5,1
32910173,79800079,Johannesburg,EQINISWENI SECONDARY SCHOOL,School,3898,0.2968,0,0.3982,-10.14,1
32910195,79800079,Johannesburg,IVORY PARK PRIMARY SCHOOL,School,3934,0.4306,0,0.3982,3.24,0
32910207,79800079,Johannesburg,IKAGENG EDUCARE CENTRE,Hall/Centre,3382,0.2765,0,0.3982,-12.17,1
32900217,79800080,Johannesburg,KANANA COMMUNITY HALL,Hall/Centre,4584,0.5534,0,0.3892,16.42,0
32900228,79800080,Johannesburg,KANANA PRIMARY SCHOOL,School,5310,0.3026,0,0.3892,-8.66,1
32900295,79800080,Johannesburg,TENT AT KANANA,Tent,1916,0.357,1,0.3892,-3.22,1
32850064,79800081,Johannesburg,LYNDHURST PRIMARY SCHOOL,School,2900,0.329,0,0.4089,-7.99,1
32850097,79800081,Johannesburg,REMBRANDT PARK PRIMARY SCHOOL,School,3713,0.4422,0,0.4089,3.33,0
32850165,79800081,Johannesburg,OLD APOSTOLIC CHURCH,Church,4825,0.3405,0,0.4089,-6.84,1
32840029,79800082,Johannesburg,CLAREMONT PRIMARY SCHOOL,School,1934,0.514,0,0.3752,13.88,0
32840030,79800082,Johannesburg,DANIE VAN ZYL RECREATION CENTRE,Hall/Centre,3865,0.4336,0,0.3752,5.84,0
32840052,79800082,Johannesburg,DOWLING AVENUE PRIMARY SCHOOL,School,2567,0.5247,0,0.3752,14.95,0
32870066,79800083,Johannesburg,WESTRAND LUTHERAN CHURCH,Church,2821,0.597,0,0.5275,6.95,0
32870268,79800083,Johannesburg,HELDERKRUIN LAERSKOOL,School,3513,0.583,0,0.5275,5.55,0
32870279,79800083,Johannesburg,NG KERK ROODEKRANS,Church,2009,0.6127,0,0.5275,8.52,0
32870088,79800084,Johannesburg,SOUTH WEST GAUTENG COLLEGE,School,1648,0.4326,0,0.4699,-3.73,0
32870099,79800084,Johannesburg,ROODEPOORT CITY HALL,Hall/Centre,3895,0.3884,0,0.4699,-8.15,1
32870123,79800084,Johannesburg,ROODEPOORT HOËRSKOOL,Other,2563,0.4783,0,0.4699,0.84,0
32870112,79800085,Johannesburg,LAERSKOOL HORISON,School,2852,0.5719,0,0.5133,5.86,0
32870167,79800085,Johannesburg,GEREFORMEERDE KERK,Church,1586,0.6248,0,0.5133,11.15,0
32870178,79800085,Johannesburg,BIOKINETICS CENTRE,Hall/Centre,2346,0.4723,0,0.5133,-4.1,0
32840041,79800086,Johannesburg,LAERSKOOL ESPERANZA,School,2858,0.443,0,0.5209,-7.79,0
32840063,79800086,Johannesburg,GENL CHRISTIAN DE WET PRIMARY SCHOOL,School,2868,0.5241,0,0.5209,0.32,0
32840119,79800086,Johannesburg,GREYMONT NG KERK (ALBERTS FARM),Church,3829,0.5513,0,0.5209,3.04,0
32840164,79800087,Johannesburg,GREENSIDE PRIMARY SCHOOL,School,4133,0.563,0,0.5504,1.26,0
32840209,79800087,Johannesburg,HOPE CHURCH AUCKLAND PARK,Church,3533,0.3575,0,0.5504,-19.29,1
32840311,79800087,Johannesburg,HOPE SCHOOL,School,4162,0.5658,0,0.5504,1.54,0
32840074,79800088,Johannesburg,FRANKLIN D ROOSEVELT PRIMARY SCHOOL,School,4358,0.5466,0,0.5123,3.43,0
32840108,79800088,Johannesburg,BERARIO COMMUNITY CENTRE,Hall/Centre,4098,0.573,0,0.5123,6.07,0
32840120,79800088,Johannesburg,NORTHCLIFF HIGH SCHOOL,School,2464,0.5138,0,0.5123,0.15,0
32840085,79800089,Johannesburg,LAERSKOOL FAIRLAND,School,3094,0.5116,0,0.5461,-3.45,0
32841671,79800089,Johannesburg,CLIFFVIEW  PRIMARY SCHOOL,School,2626,0.6843,0,0.5461,13.82,0
32870325,79800089,Johannesburg,PANORAMA PRIMARY SCHOOL,School,5565,0.4748,0,0.5461,-7.13,0
32850042,79800090,Johannesburg,DUNKELD BOWLS CLUB,Other,2458,0.4894,0,0.5463,-5.69,0
32850547,79800090,Johannesburg,HYDE PARK HIGH SCHOOL,School,4248,0.5219,0,0.5463,-2.44,0
32850615,79800090,Johannesburg,GEORGE LEA SPORTS CLUB,Other,4162,0.5392,0,0.5463,-0.71,0
32850558,79800091,Johannesburg,ST DAVIDS MARIST INANDA,Other,5320,0.4846,0,0.4574,2.72,0
32850569,79800091,Johannesburg,ALEXANDRA HIGH SCHOOL,School,3831,0.3542,0,0.4574,-10.32,1
32850581,79800091,Johannesburg,SANDTON FIRE STATION,Other,3571,0.4523,0,0.4574,-0.51,0
32910016,79800092,Johannesburg,RANDJESFONTEIN HOMESTEAD,Other,3246,0.4664,0,0.3966,6.98,0
32910308,79800092,Johannesburg,SEDI-LAKA PRIMARY SCHOOL,School,6891,0.2984,0,0.3966,-9.82,1
32910342,79800092,Johannesburg,DRAKE KOKA PRIMARY SCHOOL,School,5055,0.3256,0,0.3966,-7.1,1
32841772,79800093,Johannesburg,TENT - KINGFISCHER PARK,Tent,662,0.7296,1,0.521,20.86,0
32850738,79800093,Johannesburg,EDISON CRESCENT PARK - SUNNINGHILL SHOPPING CENTRE,Hall/Centre,4969,0.4448,0,0.521,-7.62,0
32850761,79800093,Johannesburg,RIVONIA SPORTS CLUB,Other,3318,0.5509,0,0.521,2.99,0
32840018,79800094,Johannesburg,TENT @ RIVERSANDS INCUBATION HUB,Tent,1020,0.2578,1,0.5524,-29.46,1
32840580,79800094,Johannesburg,WITKOPPEN COMBINED SCHOOL,School,3745,0.5223,0,0.5524,-3.01,0
32850536,79800094,Johannesburg,LONEHILL FIRE STATION,Other,8218,0.4461,0,0.5524,-10.63,0
32841176,79800095,Johannesburg,DIEPSLOOT YOUTH CENTRE,Hall/Centre,5183,0.2823,0,0.4012,-11.89,1
32841187,79800095,Johannesburg,MUZOMUHLE PRIMARY SCHOOL,School,4439,0.2818,0,0.4012,-11.94,1
32841389,79800095,Johannesburg,NEIGHBOURHOOD CENTRE,Hall/Centre,4508,0.2957,0,0.4012,-10.55,1
32841255,79800096,Johannesburg,TENT AFRICA ABLAZE MINISTRIES,Tent,1469,0.5344,1,0.3887,14.57,0
32841288,79800096,Johannesburg,PARADISE BEND SCHOOL,School,3009,0.3812,0,0.3887,-0.75,1
32841323,79800096,Johannesburg,KWENA MOLAPO SCHOOL,School,1126,0.3721,0,0.3887,-1.66,1
32870314,79800097,Johannesburg,RUIMSIG SPORT COMPLEX / STADIUM,Other,3556,0.4963,0,0.5318,-3.55,0
32870358,79800097,Johannesburg,PANORAMA SPORT CLUB,Other,7619,0.5081,0,0.5318,-2.37,0
32871225,79800097,Johannesburg,RIDGECREST FAMILY CHURCH,Church,7224,0.5479,0,0.5318,1.61,0
32840096,79800098,Johannesburg,NORTHCLIFF PRIMARY SCHOOL,School,5593,0.5738,0,0.5338,4.0,0
32840366,79800098,Johannesburg,WINDSOR EAST RECREATION CENTRE,Hall/Centre,2911,0.3978,0,0.5338,-13.6,1
32840388,79800098,Johannesburg,ROBIN HILLS PRIMARY SCHOOL,School,3463,0.5108,0,0.5338,-2.3,0
32840131,79800099,Johannesburg,LAERSKOOL LOUW GELDENHUYS,School,2987,0.5578,0,0.564,-0.62,0
32840142,79800099,Johannesburg,LINDEN HOËRSKOOL,Other,3474,0.5823,0,0.564,1.83,0
32840355,79800099,Johannesburg,LAERSKOOL UNIKA,School,3711,0.5206,0,0.564,-4.34,0
32841200,79800100,Johannesburg,COSMO CITY MULTIPUREPOSE CENTRE,Hall/Centre,3684,0.3371,0,0.4034,-6.63,1
32841334,79800100,Johannesburg,SGODIPHOLA SECONDARY SCHOOL,School,4172,0.32,0,0.4034,-8.34,1
32841424,79800100,Johannesburg,ITSOSENG DEVELOPMENT TRUST INFORMAL SETTLEMENT,Other,2368,0.3809,0,0.4034,-2.25,1
32840535,79800101,Johannesburg,RANDPARK RIDGE UNITED CHURCH,Church,5940,0.5497,0,0.5303,1.94,0
32840546,79800101,Johannesburg,HUNTERS HILL FIRE STATION,Other,3651,0.5138,0,0.5303,-1.65,0
32840568,79800101,Johannesburg,SHARONLEA PRIMARY SCHOOL,School,5917,0.4967,0,0.5303,-3.36,0
32840423,79800102,Johannesburg,LAERSKOOL FONTAINEBLEAU,School,3123,0.5405,0,0.5514,-1.09,0
32840456,79800102,Johannesburg,BORDEAUX PRIMARY SCHOOL,School,4712,0.4334,0,0.5514,-11.8,0
32840467,79800102,Johannesburg,BLAIRGOWRIE COMMUNITY CENTRE,Hall/Centre,3776,0.5609,0,0.5514,0.95,0
32850604,79800103,Johannesburg,SANDTON ART GALLERY,Other,1711,0.3419,0,0.5762,-23.43,1
32850626,79800103,Johannesburg,FIELD AND STUDY CENTRE,Hall/Centre,2966,0.5705,0,0.5762,-0.57,0
32850648,79800103,Johannesburg,LYCEE FRANCAIS JULES VERNE,Other,3986,0.5359,0,0.5762,-4.03,0
32840412,79800104,Johannesburg,NG KERK FONTAINEBLEAU,Church,4017,0.5405,0,0.5194,2.11,0
32840434,79800104,Johannesburg,CITY POWER RANDBURG,Other,3366,0.4667,0,0.5194,-5.27,0
32840445,79800104,Johannesburg,FERNDALE HIGH SCHOOL,School,2702,0.5007,0,0.5194,-1.87,0
32850334,79800105,Johannesburg,ATREC SPORTS COMPLEX,Other,2117,0.3826,0,0.389,-0.64,1
32850884,79800105,Johannesburg,EAST BANK CLINIC,Other,1896,0.414,0,0.389,2.5,0
32851032,79800105,Johannesburg,SKEEN PRIMARY SCHOOL,School,5079,0.407,0,0.389,1.8,0
32840490,79800106,Johannesburg,NORSCOT MANOR RECREATION CENTRE,Hall/Centre,7172,0.5312,0,0.5323,-0.11,0
32850682,79800106,Johannesburg,CEDARWOODS OF SANDTON,Other,2710,0.576,0,0.5323,4.37,0
32850749,79800106,Johannesburg,RIVONIA VILLAGE HALL,Hall/Centre,6066,0.4913,0,0.5323,-4.1,0
32850794,79800107,Johannesburg,CARTER PRIMARY SCHOOL,School,3423,0.3953,0,0.396,-0.07,1
32850806,79800107,Johannesburg,ST MICHAEL'S CHURCH,Church,2516,0.3764,0,0.396,-1.96,1
32850828,79800107,Johannesburg,REALOGILE HIGH SCHOOL,School,3375,0.3493,0,0.396,-4.67,1
32850693,79800108,Johannesburg,METHODIST CHURCH OF SOUTH AFRICA,Church,1545,0.3592,0,0.3655,-0.63,1
32850817,79800108,Johannesburg,AME CHURCH,Church,3167,0.372,0,0.3655,0.65,1
32851065,79800108,Johannesburg,TENT (VASCO AND 9TH AVENUE),Tent,4593,0.3238,1,0.3655,-4.17,1
32850424,79800109,Johannesburg,HLAYISANANI DAY CARE CENTRE,Hall/Centre,4233,0.3319,0,0.4357,-10.38,1
32850592,79800109,Johannesburg,ERNEST ULLMAN RECREATION CENTRE,Hall/Centre,2546,0.5538,0,0.4357,11.81,0
32850671,79800109,Johannesburg,WENDYWOOD HIGH SCHOOL,School,3834,0.5081,0,0.4357,7.24,0
32900093,79800110,Johannesburg,TENT - MAYIBUYE CLINIC (NEXT TO PRIMARY SCHOOL),Tent,4735,0.2767,1,0.3853,-10.86,1
32900273,79800110,Johannesburg,MAPHUTHA SECONDARY SCHOOL,School,3437,0.3163,0,0.3853,-6.9,1
32910038,79800110,Johannesburg,GALLAGHER COMBINED SCHOOL,School,3372,0.3283,0,0.3853,-5.7,1
32910049,79800111,Johannesburg,EBONY PARK PRIMARY SCHOOL,School,8237,0.297,0,0.3995,-10.25,1
32910106,79800111,Johannesburg,UMQHELE SECONDARY SCHOOL,School,3802,0.3164,0,0.3995,-8.31,1
32910320,79800111,Johannesburg,PONELOPELE SECONDARY SCHOOL,School,4261,0.3206,0,0.3995,-7.89,1
32910140,79800112,Johannesburg,MIDRAND PRIMARY SCHOOL,School,4589,0.4332,0,0.4184,1.48,0
32910353,79800112,Johannesburg,COMMUNITAS CHURCH,Church,1584,0.5739,0,0.4184,15.55,0
32910364,79800112,Johannesburg,MIDRAND HIGH SCHOOL,School,4526,0.4116,0,0.4184,-0.68,0
32841198,79800113,Johannesburg,DIEPSLOOT COMBINED SCHOOL,School,8034,0.2843,0,0.4043,-12.0,1
32841402,79800113,Johannesburg,NEIGHBOURHOOD COMMUNITY HALL,Hall/Centre,7523,0.2341,0,0.4043,-17.02,1
32841457,79800113,Johannesburg,DIEPSLOOT OLD APOSTOLIC CHURCH,Church,2608,0.3163,0,0.4043,-8.8,1
32840614,79800114,Johannesburg,MASAKHANE TSWELELOPELE PRIMARY SCHOOL,School,4964,0.3183,0,0.3851,-6.68,1
32841277,79800114,Johannesburg,ZANDSPRUIT COMMUNITY CHURCH,Church,3031,0.3923,0,0.3851,0.72,1
32841491,79800114,Johannesburg,TENT (BOUNDARY ROAD PARK),Tent,2019,0.4393,1,0.3851,5.42,0
32840579,79800115,Johannesburg,MAGIC BEINGS NURSERY SCHOOL,School,5734,0.5,0,0.4799,2.01,0
32840591,79800115,Johannesburg,TENT AT NAUTILUS PARK,Tent,3296,0.3711,1,0.4799,-10.88,1
32840603,79800115,Johannesburg,FOURWAYS HIGH SCHOOL,School,4164,0.4486,0,0.4799,-3.13,0
32850839,79800116,Johannesburg,ZION APOSTOLIC CHURCH,Church,2803,0.3796,0,0.4168,-3.72,1
32850873,79800116,Johannesburg,UNITED CHURCH OF CHRIST,Church,3230,0.3282,0,0.4168,-8.86,1
32850895,79800116,Johannesburg,SWISS MISSION/EVANGELICAL PRESBYTERIAN CHURCH,Church,4213,0.3404,0,0.4168,-7.64,1
32840153,79800117,Johannesburg,BLAIRGOWRIE PRIMARY SCHOOL,School,3074,0.5143,0,0.5506,-3.63,0
32850019,79800117,Johannesburg,PARKHURST PRIMARY SCHOOL,School,4593,0.5271,0,0.5506,-2.35,0
32850020,79800117,Johannesburg,SAXONWOLD PRIMARY SCHOOL,School,3861,0.5131,0,0.5506,-3.75,0
32850288,79800118,Johannesburg,ATHLONE GIRLS HIGH SCHOOL,School,4053,0.4727,0,0.4324,4.03,0
32850367,79800118,Johannesburg,MALVERN PRIMARY SCHOOL,School,5041,0.267,0,0.4324,-16.54,1
32850378,79800118,Johannesburg,EASTGATE PRIMARY SCHOOL,School,2409,0.4927,0,0.4324,6.03,0
32860133,79800119,Johannesburg,NATURENA PRIMARY SCHOOL,School,3087,0.4512,0,0.3883,6.29,0
32862607,79800119,Johannesburg,FREEDOM  PRIMARY SCHOOL,School,4441,0.3168,0,0.3883,-7.15,1
32862630,79800119,Johannesburg,BANNER OF TRUTH MINISTRIES,Church,2917,0.4038,0,0.3883,1.55,0
32860773,79800120,Johannesburg,SOUTH VIEW HIGH SCHOOL,School,1945,0.4,0,0.3898,1.02,1
32860807,79800120,Johannesburg,KIASHA PARK PRIMARY SCHOOL,School,3234,0.3961,0,0.3898,0.63,1
32860818,79800120,Johannesburg,SIERRA NEVADA PRIMARY SCHOOL,School,2828,0.4424,0,0.3898,5.26,0
