Municipality,Ward,VotingDistrict,VotingStationName,RegisteredVoters,SpoiltVotes,TotalValidVotes,PartyName,BallotType
JHB,Ward 79800083,32870066,WESTRAND LUTHERAN CHURCH,2821,25,133,ACTIONSA,Ward
JHB,Ward 79800083,32870268,HELDERKRUIN LAERSKOOL,3513,31,908,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800083,32870268,HELDERKRUIN LAERSKOOL,3513,31,706,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800083,32870268,HELDERKRUIN LAERSKOOL,3513,31,242,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800083,32870268,HELDERKRUIN LAERSKOOL,3513,31,161,ACTIONSA,Ward
JHB,Ward 79800083,32870279,NG KERK ROODEKRANS,2009,18,546,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800083,32870279,NG KERK ROODEKRANS,2009,18,425,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800083,32870279,NG KERK ROODEKRANS,2009,18,146,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800083,32870279,NG KERK ROODEKRANS,2009,18,97,ACTIONSA,Ward
JHB,Ward 79800084,32870088,SOUTH WEST GAUTENG COLLEGE,1648,11,316,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800084,32870088,SOUTH WEST GAUTENG COLLEGE,1648,11,246,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800084,32870088,SOUTH WEST GAUTENG COLLEGE,1648,11,84,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800084,32870088,SOUTH WEST GAUTENG COLLEGE,1648,11,56,ACTIONSA,Ward
JHB,Ward 79800084,32870099,ROODEPOORT CITY HALL,3895,23,670,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800084,32870099,ROODEPOORT CITY HALL,3895,23,522,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800084,32870099,ROODEPOORT CITY HALL,3895,23,179,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800084,32870099,ROODEPOORT CITY HALL,3895,23,119,ACTIONSA,Ward
JHB,Ward 79800084,32870123,ROODEPOORT HOËRSKOOL,2563,18,544,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800084,32870123,ROODEPOORT HOËRSKOOL,2563,18,423,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800084,32870123,ROODEPOORT HOËRSKOOL,2563,18,145,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800084,32870123,ROODEPOORT HOËRSKOOL,2563,18,97,ACTIONSA,Ward
JHB,Ward 79800085,32870112,LAERSKOOL HORISON,2852,24,723,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800085,32870112,LAERSKOOL HORISON,2852,24,562,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800085,32870112,LAERSKOOL HORISON,2852,24,193,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800085,32870112,LAERSKOOL HORISON,2852,24,129,ACTIONSA,Ward
JHB,Ward 79800085,32870167,GEREFORMEERDE KERK,1586,15,439,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800085,32870167,GEREFORMEERDE KERK,1586,15,342,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800085,32870167,GEREFORMEERDE KERK,1586,15,117,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800085,32870167,GEREFORMEERDE KERK,1586,15,78,ACTIONSA,Ward
JHB,Ward 79800085,32870178,BIOKINETICS CENTRE,2346,17,491,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800085,32870178,BIOKINETICS CENTRE,2346,17,382,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800085,32870178,BIOKINETICS CENTRE,2346,17,131,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800085,32870178,BIOKINETICS CENTRE,2346,17,87,ACTIONSA,Ward
JHB,Ward 79800086,32840041,LAERSKOOL ESPERANZA,2858,19,561,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800086,32840041,LAERSKOOL ESPERANZA,2858,19,436,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800086,32840041,LAERSKOOL ESPERANZA,2858,19,150,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800086,32840041,LAERSKOOL ESPERANZA,2858,19,100,ACTIONSA,Ward
JHB,Ward 79800086,32840063,GENL CHRISTIAN DE WET PRIMARY SCHOOL,2868,23,666,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800086,32840063,GENL CHRISTIAN DE WET PRIMARY SCHOOL,2868,23,518,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800086,32840063,GENL CHRISTIAN DE WET PRIMARY SCHOOL,2868,23,178,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800086,32840063,GENL CHRISTIAN DE WET PRIMARY SCHOOL,2868,23,118,ACTIONSA,Ward
JHB,Ward 79800086,32840119,GREYMONT NG KERK (ALBERTS FARM),3829,32,936,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800086,32840119,GREYMONT NG KERK (ALBERTS FARM),3829,32,728,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800086,32840119,GREYMONT NG KERK (ALBERTS FARM),3829,32,249,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800086,32840119,GREYMONT NG KERK (ALBERTS FARM),3829,32,166,ACTIONSA,Ward
JHB,Ward 79800087,32840164,GREENSIDE PRIMARY SCHOOL,4133,35,1031,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800087,32840164,GREENSIDE PRIMARY SCHOOL,4133,35,802,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800087,32840164,GREENSIDE PRIMARY SCHOOL,4133,35,275,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800087,32840164,GREENSIDE PRIMARY SCHOOL,4133,35,183,ACTIONSA,Ward
JHB,Ward 79800087,32840209,HOPE CHURCH AUCKLAND PARK,3533,19,560,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800087,32840209,HOPE CHURCH AUCKLAND PARK,3533,19,435,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800087,32840209,HOPE CHURCH AUCKLAND PARK,3533,19,149,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800087,32840209,HOPE CHURCH AUCKLAND PARK,3533,19,100,ACTIONSA,Ward
JHB,Ward 79800087,32840311,HOPE SCHOOL,4162,35,1044,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800087,32840311,HOPE SCHOOL,4162,35,812,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800087,32840311,HOPE SCHOOL,4162,35,278,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800087,32840311,HOPE SCHOOL,4162,35,186,ACTIONSA,Ward
JHB,Ward 79800088,32840074,FRANKLIN D ROOSEVELT PRIMARY SCHOOL,4358,36,1056,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800088,32840074,FRANKLIN D ROOSEVELT PRIMARY SCHOOL,4358,36,821,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800088,32840074,FRANKLIN D ROOSEVELT PRIMARY SCHOOL,4358,36,282,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800088,32840074,FRANKLIN D ROOSEVELT PRIMARY SCHOOL,4358,36,188,ACTIONSA,Ward
JHB,Ward 79800088,32840108,BERARIO COMMUNITY CENTRE,4098,35,1041,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800088,32840108,BERARIO COMMUNITY CENTRE,4098,35,810,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800088,32840108,BERARIO COMMUNITY CENTRE,4098,35,278,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800088,32840108,BERARIO COMMUNITY CENTRE,4098,35,185,ACTIONSA,Ward
JHB,Ward 79800088,32840120,NORTHCLIFF HIGH SCHOOL,2464,19,561,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800088,32840120,NORTHCLIFF HIGH SCHOOL,2464,19,436,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800088,32840120,NORTHCLIFF HIGH SCHOOL,2464,19,150,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800088,32840120,NORTHCLIFF HIGH SCHOOL,2464,19,100,ACTIONSA,Ward
JHB,Ward 79800089,32840085,LAERSKOOL FAIRLAND,3094,24,702,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800089,32840085,LAERSKOOL FAIRLAND,3094,24,546,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800089,32840085,LAERSKOOL FAIRLAND,3094,24,187,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800089,32840085,LAERSKOOL FAIRLAND,3094,24,125,ACTIONSA,Ward
JHB,Ward 79800089,32841671,CLIFFVIEW  PRIMARY SCHOOL,2626,27,796,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800089,32841671,CLIFFVIEW  PRIMARY SCHOOL,2626,27,620,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800089,32841671,CLIFFVIEW  PRIMARY SCHOOL,2626,27,212,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800089,32841671,CLIFFVIEW  PRIMARY SCHOOL,2626,27,142,ACTIONSA,Ward
JHB,Ward 79800089,32870325,PANORAMA PRIMARY SCHOOL,5565,40,1171,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800089,32870325,PANORAMA PRIMARY SCHOOL,5565,40,911,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800089,32870325,PANORAMA PRIMARY SCHOOL,5565,40,312,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800089,32870325,PANORAMA PRIMARY SCHOOL,5565,40,208,ACTIONSA,Ward
JHB,Ward 79800090,32850042,DUNKELD BOWLS CLUB,2458,18,533,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800090,32850042,DUNKELD BOWLS CLUB,2458,18,415,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800090,32850042,DUNKELD BOWLS CLUB,2458,18,142,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800090,32850042,DUNKELD BOWLS CLUB,2458,18,95,ACTIONSA,Ward
JHB,Ward 79800090,32850547,HYDE PARK HIGH SCHOOL,4248,33,983,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800090,32850547,HYDE PARK HIGH SCHOOL,4248,33,764,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800090,32850547,HYDE PARK HIGH SCHOOL,4248,33,262,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800090,32850547,HYDE PARK HIGH SCHOOL,4248,33,175,ACTIONSA,Ward
JHB,Ward 79800090,32850615,GEORGE LEA SPORTS CLUB,4162,34,994,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800090,32850615,GEORGE LEA SPORTS CLUB,4162,34,774,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800090,32850615,GEORGE LEA SPORTS CLUB,4162,34,265,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800090,32850615,GEORGE LEA SPORTS CLUB,4162,34,177,ACTIONSA,Ward
JHB,Ward 79800091,32850558,ST DAVIDS MARIST INANDA,5320,39,1143,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800091,32850558,ST DAVIDS MARIST INANDA,5320,39,889,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800091,32850558,ST DAVIDS MARIST INANDA,5320,39,305,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800091,32850558,ST DAVIDS MARIST INANDA,5320,39,203,ACTIONSA,Ward
JHB,Ward 79800091,32850569,ALEXANDRA HIGH SCHOOL,3831,20,602,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800091,32850569,ALEXANDRA HIGH SCHOOL,3831,20,468,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800091,32850569,ALEXANDRA HIGH SCHOOL,3831,20,160,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800091,32850569,ALEXANDRA HIGH SCHOOL,3831,20,107,ACTIONSA,Ward
JHB,Ward 79800091,32850581,SANDTON FIRE STATION,3571,24,716,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800091,32850581,SANDTON FIRE STATION,3571,24,557,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800091,32850581,SANDTON FIRE STATION,3571,24,191,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800091,32850581,SANDTON FIRE STATION,3571,24,127,ACTIONSA,Ward
JHB,Ward 79800092,32910016,RANDJESFONTEIN HOMESTEAD,3246,23,671,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800092,32910016,RANDJESFONTEIN HOMESTEAD,3246,23,522,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800092,32910016,RANDJESFONTEIN HOMESTEAD,3246,23,179,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800092,32910016,RANDJESFONTEIN HOMESTEAD,3246,23,119,ACTIONSA,Ward
JHB,Ward 79800092,32910308,SEDI-LAKA PRIMARY SCHOOL,6891,31,911,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800092,32910308,SEDI-LAKA PRIMARY SCHOOL,6891,31,709,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800092,32910308,SEDI-LAKA PRIMARY SCHOOL,6891,31,243,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800092,32910308,SEDI-LAKA PRIMARY SCHOOL,6891,31,162,ACTIONSA,Ward
JHB,Ward 79800092,32910342,DRAKE KOKA PRIMARY SCHOOL,5055,25,729,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800092,32910342,DRAKE KOKA PRIMARY SCHOOL,5055,25,567,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800092,32910342,DRAKE KOKA PRIMARY SCHOOL,5055,25,195,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800092,32910342,DRAKE KOKA PRIMARY SCHOOL,5055,25,130,ACTIONSA,Ward
JHB,Ward 79800093,32841772,TENT - KINGFISCHER PARK,662,7,214,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800093,32841772,TENT - KINGFISCHER PARK,662,7,167,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800093,32841772,TENT - KINGFISCHER PARK,662,7,57,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800093,32841772,TENT - KINGFISCHER PARK,662,7,38,ACTIONSA,Ward
JHB,Ward 79800093,32850738,EDISON CRESCENT PARK - SUNNINGHILL SHOPPING CENTRE,4969,33,980,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800093,32850738,EDISON CRESCENT PARK - SUNNINGHILL SHOPPING CENTRE,4969,33,762,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800093,32850738,EDISON CRESCENT PARK - SUNNINGHILL SHOPPING CENTRE,4969,33,261,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800093,32850738,EDISON CRESCENT PARK - SUNNINGHILL SHOPPING CENTRE,4969,33,174,ACTIONSA,Ward
JHB,Ward 79800093,32850761,RIVONIA SPORTS CLUB,3318,27,810,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800093,32850761,RIVONIA SPORTS CLUB,3318,27,630,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800093,32850761,RIVONIA SPORTS CLUB,3318,27,216,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800093,32850761,RIVONIA SPORTS CLUB,3318,27,144,ACTIONSA,Ward
JHB,Ward 79800094,32840018,TENT @ RIVERSANDS INCUBATION HUB,1020,4,117,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800094,32840018,TENT @ RIVERSANDS INCUBATION HUB,1020,4,91,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800094,32840018,TENT @ RIVERSANDS INCUBATION HUB,1020,4,31,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800094,32840018,TENT @ RIVERSANDS INCUBATION HUB,1020,4,21,ACTIONSA,Ward
JHB,Ward 79800094,32840580,WITKOPPEN COMBINED SCHOOL,3745,29,867,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800094,32840580,WITKOPPEN COMBINED SCHOOL,3745,29,674,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800094,32840580,WITKOPPEN COMBINED SCHOOL,3745,29,231,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800094,32840580,WITKOPPEN COMBINED SCHOOL,3745,29,154,ACTIONSA,Ward
JHB,Ward 79800094,32850536,LONEHILL FIRE STATION,8218,55,1625,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800094,32850536,LONEHILL FIRE STATION,8218,55,1264,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800094,32850536,LONEHILL FIRE STATION,8218,55,433,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800094,32850536,LONEHILL FIRE STATION,8218,55,289,ACTIONSA,Ward
JHB,Ward 79800095,32841176,DIEPSLOOT YOUTH CENTRE,5183,22,648,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800095,32841176,DIEPSLOOT YOUTH CENTRE,5183,22,504,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800095,32841176,DIEPSLOOT YOUTH CENTRE,5183,22,173,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800095,32841176,DIEPSLOOT YOUTH CENTRE,5183,22,115,ACTIONSA,Ward
JHB,Ward 79800095,32841187,MUZOMUHLE PRIMARY SCHOOL,4439,19,554,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800095,32841187,MUZOMUHLE PRIMARY SCHOOL,4439,19,431,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800095,32841187,MUZOMUHLE PRIMARY SCHOOL,4439,19,148,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800095,32841187,MUZOMUHLE PRIMARY SCHOOL,4439,19,99,ACTIONSA,Ward
JHB,Ward 79800095,32841389,NEIGHBOURHOOD CENTRE,4508,20,591,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800095,32841389,NEIGHBOURHOOD CENTRE,4508,20,460,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800095,32841389,NEIGHBOURHOOD CENTRE,4508,20,158,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800095,32841389,NEIGHBOURHOOD CENTRE,4508,20,105,ACTIONSA,Ward
JHB,Ward 79800096,32841255,TENT AFRICA ABLAZE MINISTRIES,1469,12,348,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800096,32841255,TENT AFRICA ABLAZE MINISTRIES,1469,12,271,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800096,32841255,TENT AFRICA ABLAZE MINISTRIES,1469,12,93,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800096,32841255,TENT AFRICA ABLAZE MINISTRIES,1469,12,62,ACTIONSA,Ward
JHB,Ward 79800096,32841288,PARADISE BEND SCHOOL,3009,17,508,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800096,32841288,PARADISE BEND SCHOOL,3009,17,396,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800096,32841288,PARADISE BEND SCHOOL,3009,17,136,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800096,32841288,PARADISE BEND SCHOOL,3009,17,90,ACTIONSA,Ward
JHB,Ward 79800096,32841323,KWENA MOLAPO SCHOOL,1126,6,186,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800096,32841323,KWENA MOLAPO SCHOOL,1126,6,145,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800096,32841323,KWENA MOLAPO SCHOOL,1126,6,50,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800096,32841323,KWENA MOLAPO SCHOOL,1126,6,33,ACTIONSA,Ward
JHB,Ward 79800097,32870314,RUIMSIG SPORT COMPLEX / STADIUM,3556,26,783,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800097,32870314,RUIMSIG SPORT COMPLEX / STADIUM,3556,26,609,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800097,32870314,RUIMSIG SPORT COMPLEX / STADIUM,3556,26,209,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800097,32870314,RUIMSIG SPORT COMPLEX / STADIUM,3556,26,139,ACTIONSA,Ward
JHB,Ward 79800097,32870358,PANORAMA SPORT CLUB,7619,58,1716,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800097,32870358,PANORAMA SPORT CLUB,7619,58,1335,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800097,32870358,PANORAMA SPORT CLUB,7619,58,458,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800097,32870358,PANORAMA SPORT CLUB,7619,58,305,ACTIONSA,Ward
JHB,Ward 79800097,32871225,RIDGECREST FAMILY CHURCH,7224,59,1755,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800097,32871225,RIDGECREST FAMILY CHURCH,7224,59,1365,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800097,32871225,RIDGECREST FAMILY CHURCH,7224,59,468,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800097,32871225,RIDGECREST FAMILY CHURCH,7224,59,312,ACTIONSA,Ward
JHB,Ward 79800098,32840096,NORTHCLIFF PRIMARY SCHOOL,5593,48,1422,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800098,32840096,NORTHCLIFF PRIMARY SCHOOL,5593,48,1106,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800098,32840096,NORTHCLIFF PRIMARY SCHOOL,5593,48,379,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800098,32840096,NORTHCLIFF PRIMARY SCHOOL,5593,48,253,ACTIONSA,Ward
JHB,Ward 79800098,32840366,WINDSOR EAST RECREATION CENTRE,2911,17,513,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800098,32840366,WINDSOR EAST RECREATION CENTRE,2911,17,399,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800098,32840366,WINDSOR EAST RECREATION CENTRE,2911,17,137,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800098,32840366,WINDSOR EAST RECREATION CENTRE,2911,17,91,ACTIONSA,Ward
JHB,Ward 79800098,32840388,ROBIN HILLS PRIMARY SCHOOL,3463,27,784,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800098,32840388,ROBIN HILLS PRIMARY SCHOOL,3463,27,610,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800098,32840388,ROBIN HILLS PRIMARY SCHOOL,3463,27,209,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800098,32840388,ROBIN HILLS PRIMARY SCHOOL,3463,27,139,ACTIONSA,Ward
JHB,Ward 79800099,32840131,LAERSKOOL LOUW GELDENHUYS,2987,25,738,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800099,32840131,LAERSKOOL LOUW GELDENHUYS,2987,25,574,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800099,32840131,LAERSKOOL LOUW GELDENHUYS,2987,25,197,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800099,32840131,LAERSKOOL LOUW GELDENHUYS,2987,25,131,ACTIONSA,Ward
JHB,Ward 79800099,32840142,LINDEN HOËRSKOOL,3474,30,897,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800099,32840142,LINDEN HOËRSKOOL,3474,30,698,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800099,32840142,LINDEN HOËRSKOOL,3474,30,239,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800099,32840142,LINDEN HOËRSKOOL,3474,30,159,ACTIONSA,Ward
JHB,Ward 79800099,32840355,LAERSKOOL UNIKA,3711,29,856,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800099,32840355,LAERSKOOL UNIKA,3711,29,666,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800099,32840355,LAERSKOOL UNIKA,3711,29,228,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800099,32840355,LAERSKOOL UNIKA,3711,29,152,ACTIONSA,Ward
JHB,Ward 79800100,32841200,COSMO CITY MULTIPUREPOSE CENTRE,3684,19,550,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800100,32841200,COSMO CITY MULTIPUREPOSE CENTRE,3684,19,428,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800100,32841200,COSMO CITY MULTIPUREPOSE CENTRE,3684,19,147,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800100,32841200,COSMO CITY MULTIPUREPOSE CENTRE,3684,19,98,ACTIONSA,Ward
JHB,Ward 79800100,32841334,SGODIPHOLA SECONDARY SCHOOL,4172,20,592,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800100,32841334,SGODIPHOLA SECONDARY SCHOOL,4172,20,460,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800100,32841334,SGODIPHOLA SECONDARY SCHOOL,4172,20,158,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800100,32841334,SGODIPHOLA SECONDARY SCHOOL,4172,20,105,ACTIONSA,Ward
JHB,Ward 79800100,32841424,ITSOSENG DEVELOPMENT TRUST INFORMAL SETTLEMENT,2368,14,400,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800100,32841424,ITSOSENG DEVELOPMENT TRUST INFORMAL SETTLEMENT,2368,14,311,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800100,32841424,ITSOSENG DEVELOPMENT TRUST INFORMAL SETTLEMENT,2368,14,107,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800100,32841424,ITSOSENG DEVELOPMENT TRUST INFORMAL SETTLEMENT,2368,14,71,ACTIONSA,Ward
JHB,Ward 79800101,32840535,RANDPARK RIDGE UNITED CHURCH,5940,49,1447,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800101,32840535,RANDPARK RIDGE UNITED CHURCH,5940,49,1126,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800101,32840535,RANDPARK RIDGE UNITED CHURCH,5940,49,386,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800101,32840535,RANDPARK RIDGE UNITED CHURCH,5940,49,257,ACTIONSA,Ward
JHB,Ward 79800101,32840546,HUNTERS HILL FIRE STATION,3651,28,832,AFRICAN NATIONAL CONGRESS,Ward
JHB,Ward 79800101,32840546,HUNTERS HILL FIRE STATION,3651,28,647,DEMOCRATIC ALLIANCE,Ward
JHB,Ward 79800101,32840546,HUNTERS HILL FIRE STATION,3651,28,222,ECONOMIC FREEDOM FIGHTERS,Ward
JHB,Ward 79800101,32840546,HUNTERS HILL FIRE STATION,3651,28,148,ACTIONSA,Ward
JHB,Ward 79800101,32840568,SHARONLEA PRIMARY SCHOOL,5917,44,1303,AFRICAN NATIONAL CONGRESS,Ward
